Koreana ID,Title (Chinese),volume start,page start,page end ,volume end,Taisho ID,Title (Korean),Other IDs,,
K 474b,甘露經陀羅尼呪,25,574,574,25,T1316,감로경타라니주,(XIII:1252),,
K 475,諸佛集會陀羅尼經,25,575,576,25,T1346,제불집회타라니경,"(XIII:1553),(H. 1089)",,
K 476,智炬陀羅尼經,25,577,578,25,T1397,지거타라니경,"(XIII:1255),(H. 1137)",,
K 477,百千印陀羅尼經,25,578,578,25,T1369b,백천인타라니경,"(XIII:1256),(H. 1110)",,
K 478,諸法最上王經,25,579,590,25,T824,제법최상왕경,"(XIII:1257),(H. 794)",,
K 479,,25,590,599,25,T170,,"(XIII:1268),(H. 170)",德光太子经,
K 480,般泥洹後灌臘經,25,599,599,25,T391,반니원후관랍경,"(XIII:1277),(H. 377)",,
K 481,商主天子所問經,25,600,607,25,T591,상주천자소소문경,"(XII:1278),(H. 573)",,
K 482,寂照神變三摩地經,25,608,614,25,T648,적조신변삼마지경,"(XIII:1286),(H. 627)",,
K 483,佛臨涅槃記法住經,25,614,616,25,T390,불림열반기법주경,"(XIII:1292),(H. 376)",,
K 484,受持七佛名號所生功德經,25,616,618,25,T436,수지칠불명호소생공덕경,"(XIII:1294),(H. 423)",,
K 485,大乘四法經,25,618,622,25,T774,대승사법경,"(XIII:1296),(H. 745)",,
K 486,右繞佛塔功德經,25,622,623,25,T700,우요불탑공덕경,"(XIII:1300),(H. 676)",,
K 487,堅固女經,25,624,626,25,T574,견고녀경,"(XIII:1302),(H. 556)",,
K 488,師子素馱婆王斷肉經,25,627,628,25,T164,사자소태파왕단육경,"(XIII:1305),(H. 164)",,
K 489,有德女所問大乘經,25,629,630,25,T568,유덕녀소문대승경,"(XIII:1307),(H. 550)",,
K 490,不增不減經,25,631,633,25,T668,부증불감경,"(XIII:1309),(H. 645)",,
K 491,離垢慧菩薩所問禮佛法經,25,634,636,25,T487,리구혜보살소문례불법경,"(XM:1312),(H. 473)",,
K 492,差摩婆帝授記經,25,637,638,25,T573,차마파제수기경,"(XIH:1315),(H. 555)",,
K 493,八部佛名經,25,639,640,25,T429,팔부불명경,"(XIII:1317),(H. 416)",,
K 494,大乘流轉諸有經,25,640,641,25,T577,대승류전제유경,"(XIII:1318),(H. 559)",,
K 495,佛爲海龍王說法印經,25,641,641,25,T599,불위해룡왕설법인경,"(x:1319),(H. 581)",,
K 496,妙色王因緣經,25,642,643,25,T163,묘색왕인,"(XIII:1320),(H. 163)",,
K 497,師子莊嚴王菩薩請問經,25,644,645,25,T486,사자장엄왕보살청문경,"(XIII:1322),(H. 472)",,
K 498,造塔功德經,25,646,646,25,T699,조탑공덕경,"(XIII:1324),(H. 675)",,
K 499,大意經,25,647,650,25,T177,대의경,"(X:1325),(H. 177)",,
K 500,優婆夷淨行法門經,25,651,666,25,T579,우파이정행법문경,"(XIV:1),(H. 561)",,
K 501,金剛三昧本性淸淨不壞不滅經,25,666,669,25,T644,김강삼매본성청정불괴불멸경,"(XIV:16),(H. 623)",,
K 502,師子月佛本生經,25,670,673,25,T176,사자월불본생경,"(XIV:20),(H. 176)",,
K 503,薩羅國經,25,674,675,25,T520,살라국경,"(XIV:24),(H. 504)",,
K 504,十二頭陀經,25,676,678,25,T783,십이두타경,"(XIV:26),(H. 754)",,
K 505,樹提伽經,25,679,680,25,T540,수제가경,"(XIV:29),(H. 524)",,
K 506,長壽王經,25,680,682,25,T161,장수왕경,"(XIV:30),(H. 161)",,
K 507,甚深大迴向經,25,683,684,25,T825,심심대회향경,"(XIV:33),(H. 795)",,
K 508,十吉祥經,25,685,685,25,T432,십길상경,"(XIV:35),(H. 419)",,
K 509,一切智光明仙人慈心因緣不食肉經,25,686,688,25,T183,일체지광명선인자심인,"(XIV:36),(H. 183)",,
K 510,佛說菩薩內習六波羅蜜經,25,688,689,25,T778,보살,"(XIV:38),(H. 749)",,
K 511,長者法志妻經,25,690,691,25,T572,장자법지처경,"(XIV:40),(H. 554)",,
K 512,菩薩投身飴餓虎起塔因緣經,25,692,697,25,T172,보살투신이아호기탑인연경,"(XIV:42),(H. 172)",,
K 513,天王太子辟羅經,25,697,698,25,T596,천왕태자벽라경,"(XIV:47),(H. 578)",,
K 514,長者女菴提遮師子吼了義經,25,698,701,25,T580,장자녀암제차사자후료의경,"(XIV:48),(H. 562)",,
K 515,八大人覺經,25,701,701,25,T779,발대인각경,"(XIV:51),(H. 750)",,
K 516,四輩經,25,702,703,25,T769,사배경,"(XIV:52),(H. 740)",,
K 517,過去世佛分衞經,25,703,703,25,T180,과거세불분위경,"(XIV:53),(H. 180)",,
K 518,當來變經,25,704,704,25,T395,당래변경,"(XIV:54),(H. 381)",,
K 519,法常住經,25,705,705,25,T819,법상주경,"(XIV:55),(H. 789)",,
K 520,法滅盡經,25,706,706,25,T396,법멸진경,"(XIV:56),(H. 382)",,
K 521,金剛三昧經,25,707,719,25,T273,김강삼매경,"(XIV:57),(H. 266)",,
K 522,三品弟子經,25,719,720,25,T767,삼품제자경,"(XIV:69),(H. 738)",,
K 523,菩薩地持經,26,7,96,26,T1581,보살지지경,"(XIV:71),(H. 1308)",,
K 524,菩薩善戒經,26,97,179,26,T1582,보살선계경,"(XIV:161),(H. 1311)",,
K 525,淨業障經,26,180,186,26,T1494,정업장경,"(XIV:244),(H. 1231)",,
K 526,優婆塞戒經,26,187,249,26,T1488,우바색계경,"(XIV:251),(H. 1125)",,
K 527,梵網經廬舍那佛說菩薩心地戒品第十,26,250,267,26,T1484,범망경려사나불설보살심지계품제십,"(XIV:314),(H. 1222)",,
K 528,受十善戒經,26,268,275,26,T1486,수십선계경,"(XIV:332),(H. 1224)",,
K 529,佛藏經,26,276,309,26,T653,불장경,"(XIV:340),(H. 631)",,
K 530,菩薩瓔珞本業經,27,635,654,27,T1485,보살영락본업경,"(XIV:374),(H. 1223)",,
K 531,菩薩戒本,27,654,659,27,T1500,보살계본,"(XIV:393),(H. 1237)",,
K 532,菩薩善戒經,27,659,666,27,T1583,보살선계경,"(XIV:398),(H. 1312)",,
K 533,菩薩戒本,27,666,674,27,T1501,보살계본,"(XIV:405),(H. 1238)",,
K 534,菩薩戒羯磨文,27,675,678,27,T1499,보살계갈마문,"(XIV:414),(H. 1236)",,
K 535,菩薩內戒經,27,678,686,27,T1487,보살,(XIV:417),,
K 536,優婆塞五戒威儀經,27,687,693,27,T1503,우파색오계위의경,"(XIV:426),(H. 1240)",,
K 537,文殊師利淨律經,27,694,700,27,T460,문수사리정률경,"(XIV:433),(H. 446)",,
K 538,文殊悔過經,27,700,710,27,T459,문수회과경,"(XIV:439),(H. 445)",,
K 539,淸淨毘尼方廣經,27,710,718,27,T1489,청정비니방광경,"(XIV:449),(H. 1126)",,
K 540,寂調音所問經,28,8,16,28,T1490,적조음소문경,"(XIV:458),(H. 1227)",,
K 541,大乘三聚懺悔經,28,17,22,28,T1493,대승삼취참회경,"(XIV:467),(H. 1230)",,
K 542,菩薩五法懺悔文,28,23,23,28,T1504,보살오법참회문,"(XIV:473),(H. 1241)",,
K 543,菩薩藏經,28,24,28,28,T1491,보살장경,"(XIV:474),(H. 1228)",,
K 544,三曼陀跋羅菩薩經,28,29,32,28,T483,삼만타발라보살경,"(XIV:479),(H. 469)",,
K 545,菩薩受齋經,28,32,33,28,T1502,보살수재경,"(XIV:482),(H. 1239)",,
K 546,舍利弗悔過經,28,34,36,28,T1492,사리불회과경,"(XIV:484),(H. 1229)",,
K 547,法律三昧經,28,36,39,28,T631,법률삼매경,"(XIV:486),(H. 611)",,
K 548,十善業道經,28,40,42,28,T600,십선업도경,"(XIV:490),(H. 582)",,
K 549,大智度論,26,310,634,27,T1509,대지도론,(XIV:493),,
K 550,十地經論,28,43,160,28,T1522,십지경론,"(XV:1),(H. 1254)",,
K 551,彌勒菩薩所問經論,28,161,223,28,T1525,미륵보살소문경론,"(XV:119),(H. 1259)",,
K 552,大寶積經論,28,223,263,28,T1523,대보자경론,"(XV:181),(H. 1257)",,
K 553,寶髻經四法憂波提舍,28,264,269,28,T1526,보계경사법우파제사,"(XV:222),(H. 1260)",,
K 554,佛地經論,28,270,326,28,T1530,불지경론,"(XV:228),(H. 1264)",,
K 555,金剛般若論,28,326,340,28,T1510,김강반약론,"(XV:284),(H. 1245)",,
K 556,能斷金剛般若波羅蜜多經論頌,28,341,342,28,T1514,능단김강반약파라밀다경론송,"(XV:299),(H. 1248)",,
K 557,能斷金剛般若波羅蜜多經論釋,28,343,358,28,T1513,능단김강반약파라밀다경론석,"(XV:301),(H. 1247)",,
K 558,金剛般若波羅蜜經論,28,359,382,28,T1511,김강반약파라밀경론,"(XV:317),(H. 1246)",,
K 559,金剛般若波羅蜜經破取著不壤假名論,28,383,398,28,T1515,김강반약파라밀경파취저불양가명론,"(XV: 341),(H. 1249)",,
K 560,文殊師利菩薩問菩提經論,28,399,412,28,T1531,문수사리보살문보제경론,"(XV:357),(H. 1256)",,
K 561,妙法蓮華經論憂波提舍,28,413,424,28,T1520,묘법련화경론우파제사,"(XV:371),(H. 1256)",,
K 562,勝思惟梵天所問經論,28,425,453,28,T1532,승사유범천소문경론,"(XV:383),(H. 1267)",,
K 563,妙法蓮華經憂波提舍,29,647,660,29,T1519,묘법련화경우바제사,"(XV:412),(H. 1255)",,
K 564,遺教經論,29,661,673,29,T1529,유교경론,"(XV:426),(H. 1263)",,
K 565,無量壽經憂波提舍,29,674,677,29,T1524,무량수경우파제사,"(XV:439),(H. 1258)",,
K 566,涅槃經本有今無偈論,29,678,680,29,T1528,녈반경본유금무걸론,"(XV:443),(H. 1262)",,
K 567,涅槃論,29,681,685,29,T1527,열반론,"(XV:446),(H. 1261)",,
K 568,三具足經憂波提舍,29,686,693,29,T1534,삼구족경우파제사,"(XV:451),(H. 1268)",,
K 569,轉法輪經憂波提舍,29,694,698,29,T1533,전법륜경우파제사,"(XV:459),(H. 1266)",,
K 570,瑜伽師地論,28,453,646,29,T1579,유가사지론,"(XV:465),(H. 1309)",,
K 571,顯揚聖教論,30,7,163,30,T1602,현양성교론,"(XVI:1),(H. 1333)",,
K 572,大乘阿毘達磨集論,30,163,212,30,T1605,대승아비달마집론,"(XVI:157),(H. 1336)",,
K 573,顯揚聖教論頌,30,213,217,30,T1603,현양성교론송,"(XVI:206),(H. 1334)",,
K 574,王法正理論,30,218,225,30,T1615,왕법정리론,"(XV1:212),(H. 1344)",,
K 575,瑜伽師地論釋,30,226,233,30,T1580,유가사지론석,"(XVI:220),(H. 1310)",,
K 576,大乘阿毗達磨雜集論,30,234,355,30,T1606,대승아비달마잡집론,"(XVI:228),(H. 1337)",,
K 577,中論,30,356,406,30,T1564,중론,"(XVI:350),(H. 1293)",,
K 578,般若燈論,30,407,532,30,T1566,반야등론,(H. 1295),,
K 579,十二門論,30,532,544,30,T1568,십이문론,"(XVI:526),(H. 1297)",,
K 580,十八空論,30,544,553,30,T1616,십발공론,"(XVI:538),(H. 1345)",,
K 581,百論,30,554,574,30,T1569,백론,"(XVI:548),(H. 1298)",,
K 582,廣百論本,30,574,578,30,T1570,광백론본,"(XVI:568),(H. 1299)",,
K 583,大乘廣百論釋論,30,579,675,30,T1571,대승광백론석론,"(XVI:573),(H. 1300)",,
K 584,十住毗婆沙論,31,7,146,31,T1521,십주비파사론,"(X VI:670),(H. 1253)",,
K 585,菩提資糧論,31,147,181,31,T1660,보리자량론,"(XVI:809),(H. 1387)",,
K 586,大乘莊嚴經論,31,181,285,31,T1604,대승장엄경론,"(XVI:843),(H. 1335)",,
K 587,大莊嚴經論,31,285,389,31,T201,대장엄경론,"(XVI:947),(H. 197)",,
K 588,攝大乘論,31,390,418,31,T1593,섭대승론,"(XVI:1052),(H. 1322)",,
K 589,順中論義入大般若波羅蜜經,31,419,434,31,T1565,순중론의입대반야바라밀경,"(XVI:1081),(H. 1294)",,
K 590,攝大乘論釋,31,435,599,31,T1595,섭대승론석,"(XVI:1097),(H. 1324)",,
K 591,攝大乘論,31,600,621,31,T1592,섭대승론,"(XVI:1262),(H. 1321)",,
K 592,攝大乘論本,31,622,650,31,T1594,섭대승론본,"(XVI:1284),(H. 1323)",,
K 593,攝大乘論釋論,31,651,25,32,T1596,섭대승론석론,"(XVII:1),(H. 1325)",,
K 594,攝大乘論釋,32,26,,32,T1597,섭대승론석,"(XVII:76),(H. 1326)",,
K 595,攝大乘論釋,32,,215,32,T1598,섭대승론석,"(XVI:161),(H. 1327)",,
K 596,佛性論,32,216,255,32,T1610,불성론,"(X VII:266),(H. 1339)",,
K 597,中邊分別論,32,258,276,32,T1599,중변분별론,"(XVII:306),(H. 1328)",,
K 598,決定藏論,32,277,302,32,T1584,결정장론,"(XVII:325),(H. 1313)",,
K 599,辯中邊論頌,32,255,258,32,T1601,변중변론송,"(XVII:351),(H. 1330)",,
K 600,究竟一乘寶性論,32,303,345,32,T1611,구경일승보성론,"(XVII:354),(H. 1340)",,
K 601,辯中邊論,32,346,364,32,T1600,변중변론,"(XVII: 397),(H. 1329)",,
K 602,業成就論,32,372,377,32,T1608,업성취론,"(XVII:416),(H. 1331)",,
K 603,大乘成業論,32,378,385,32,T1609,대승성업론,"(XVII:422),(H. 1332)",,
K 604,因明正理門論本,32,365,371,32,T1628,인명정리문론본,"(X VII:430),(H. 1357)",,
K 605,成唯識寶生論,32,386,416,32,T1591,성유식보생론,"(X VII:438),(H. 1320)",,
K 606,因明正理門論,32,419,427,32,T1629,인명정리문론,"(XVII:469),(H. 1358)",,
K 607,因明入正理論,32,417,418,32,T1630,인명입정리론,"(XVII:477),(H. 1359)",,
K 608,唯識二十論,32,427,431,32,T1590,유식이십론,"(XVII:608),(H. 1319)",,
K 609,唯識三十論頌,32,431,433,32,T1586,유식삼십론송,"(XVII:484),(H. 1315)",,
K 610,大乘唯識論,32,433,438,32,T1589,대승유식론,"(XVII:486),(H. 1318)",,
K 611,顯識論,32,438,444,32,T1618,현식론,"(XVII:491),(H. 1347)",,
K 612,轉識論,32,444,447,32,T1587,전식론,"(XVII:497),(H. 1316)",,
K 613,唯識論,32,447,456,32,T1588,유식론,"(XVII:500),(H. 1317)",,
K 614,成唯識論,32,457,544,32,T1585,성유식론,"(XVII:510),(H. 1314)",,
K 615,大丈夫論,32,545,561,32,T1577,대장부론,"(XVII:597),(H. 1306)",,
K 616,大乘起信論,32,573,584,32,T1666,대승기신론,"(XVII:614),(H. 1393)",,
K 617,寶行王正論,32,561,572,32,T1656,보행왕정론,"(XVII:626),(H. 1383)",,
K 618,大乘廣五蘊論,32,623,630,32,T1613,대승광오온론,"(XVII:637),(H. 1342)",,
K 619,大乘五蘊論,32,619,623,32,T1612,대승오온론,"(XVII:641),(H. 1341)",,
K 620,大乘掌珍論,32,604,619,32,T1578,대승장진론,"(XVII:649),(H. 1307)",,
K 621,入大乘論,32,584,604,32,T1634,입대승론,"(XVII:664),(H. 1363)",,
K 622,三無性論,32,639,656,32,T1617,삼무성론,"(XVII:684),(H. 1346)",,
K 623,大乘起信論,32,682,695,32,T1667,대승기신론,"(XVII:701),(H. 1394)",,
K 624,發菩提心經論,32,656,669,32,T1659,발보리심경론,(XVII:714),,
K 625,觀所緣論釋,32,697,701,32,T1625,관소연론석,"(XVII:728),(H. 1354)",,
K 626,如實論反質難品,32,670,689,32,T1633,여실론반질난품,"(XVII:733),(H. 1362)",,
K 627,方便心論,32,631,639,32,T1632,방편심론,"(XVII:745),(H. 1361)",,
K 628,觀所緣緣論,32,695,696,32,T1624,관소연연론,"(XVII:753),(H. 1353)",,
K 629,無相思塵論,32,681,682,32,T1619,무상사진론,"(XVII:754),(H. 1348)",,
K 630,廻諍論,32,702,714,32,T1631,회정론,"(XVII:756),(H. 1360)",,
K 631,百字論,33,32,35,33,T1572,백자론,"(XVII:769),(H. 1301)",,
K 632,壹輸盧迦論,,,,,T1573,일수노가론,"(XVII:773),(H. 1302)",,
K 633,六門教授習定論,,,,,T1607,육문교수습정론,"(XVII:775),(H. 1338)",,
K 634,手杖論,,,,,T1657,수장론,"(XVII:779),(H. 1384)",,
K 635,觀惣相論頌,,,,,T1623,관총상론송,"(XVII:782),(H. 1352)",,
K 636,取因假設論,,,,,T1622,취인가설론,"(XVII:783),(H. 1351)",,
K 637,掌中論,,,,,T1621,장중론,"(XVII:787),(H. 1350)",,
K 638,止觀門論頌,,,,,T1655,지관문론송,"(XVII:789),(H. 1382)",,
K 639,大乘法界無差別論,,,,,T1627,대승법계무차별론,"(XVII:790),(H. 1356)",,
K 640,大乘法界無差別論,,,,,T1626,대승법계무차별론,"(XVII:784),(H. 1355)",,
K 641,緣生論,,,,,T1652,연생론,"(XVII:798),(H. 1380)",,
K 642,提婆菩薩釋楞伽經中外道小乘涅槃論,33,8,13,33,T1640,제바보살석능가경중외도소승열반론,"(XVII:804),(H. 1370)",,
K 643,解捲論,,,,,T1620,해권론,"(XVII:807),(H. 1349)",,
K 644,大乘百法明門論本事分中略錄名數,,,,,T1614,대승백법명문론본사분중약록명수,"(XVII:808),(H. 1343)",,
K 645,提婆菩薩破楞伽經中外道小乘四宗論,,,,,T1639,제바보살파능가경중외도소승사종론,"(XVII:809),(H. 1368)",,
K 646,十二因緣論,,,,,T1651,십이인연론,"(XVII:812),(H. 1379)",,
K 647,長阿含經,,,,,T1,장아함경,"(XVII:815),(H. 1)",,
K 648,中阿含經,33,261,118,34,T26,중아함경,"(XVII:1025),(H. 26)",,
K 649,增壹阿含經,34,119,513,34,T125,증일아함경,"(XVIII:313),(H. 126)",,
K 650,雜阿含經,34,514,322,35,T99,잡아함경,"(XVIII:707),(H. 125)",,
K 651,別譯雜阿含經,35,323,478,35,T100,별역잡아함경,"(XIX:1),(H. 100)",,
K 652,大般槃經經,35,479,503,35,T7,대반열반경,"(XIX:157),(H. 17)",,
K 653,佛般泥洹經,35,504,526,35,T5,불반니원경,"(XIX:182),(H. 16)",,
K 654,般泥洹經,35,527,548,35,T6,반니원경,"(XIX:205),(H. 15)",,
K 655,人本欲生經,35,549,557,35,T14,인본욕생경,"(XIX:227),(H. 19)",,
K 656,尸迦羅越六方禮經,35,558,560,35,T16,시가라월육방예경,"(XIX:236),(H. 11)",,
K 657,佛開解梵志阿颰經,35,560,566,35,T20,불개해범지아발경,"(XIX:238),(H. 20)",,
K 658,寂志果經,35,567,574,35,T22,적지과경,"(XIX:245),(H. 22)",,
K 659,梵網六十二見經,35,575,584,35,T21,범망육십이견경,"(XIX:253),(H. 21)",,
K 660,起世經,35,585,665,35,T24,기세경,"(XIX:263),(H. 24)",,
K 661,起世因本經,35,666,746,35,T25,기세인본경,"(XIX:344),(H. 25)",,
K 662,大樓炭經,36,10,58,36,T23,대루탄경,"(XIX:425),(H. 23)",,
K 663,長阿含十報法經,36,82,93,36,T13,장아함십보법경,"(XIX:497),(H. 18)",,
K 664,中本起經,36,59,81,36,T196,중본기경,"(XIX:474),(H. 199)",,
K 665,七知經,36,94,94,36,T27,칠지경,"(XIX:509),(H. 27)",,
K 666,諸法本經,36,95,95,36,T59,제법본경,"(XIX:510),(H. 60)",,
K 667,弊魔試目連經,36,96,98,36,T67,폐마시목련경,"(XIX:511),(H. 68)",,
K 668,鹹水喩經,36,99,99,36,T29,함수유경,"(XIX:514),(H. 29)",,
K 669,緣本致經,36,100,100,36,T37,연본치경,"(XIX:515),(H. 37)",,
K 670,古來世時經,36,101,103,36,T44,고래세시경,"(XIX:516),(H. 45)",,
K 671,梵志計水淨經,36,103,104,36,T51,범지계수정경,"(XIX:518),(H. 52)",,
K 672,一切流攝守因經,36,104,106,36,T31,일체유섭수인경,"(XIX:519),(H. 31)",,
K 673,四諦經,36,107,110,36,T32,사제경,"(XIX:522),(H. 32)",,
K 674,本相猗致經,36,111,111,36,T36,본상의치경,"(XIX:526),(H. 36)",,
K 675,恒水經,36,112,113,36,T33,항수경,"(XIX:527),(H. 33)",,
K 676,頂生王故事經,36,114,116,36,T39,정생왕고사경,"(XIX:529),(H. 39)",,
K 677,求欲經,36,117,121,36,T49,구욕경,"(XIX:532),(H. 50)",,
K 678,苦陰因事經,36,122,124,36,T55,고음인사경,"(XIX:537),(H. 56)",,
K 679,瞻婆比丘經,36,125,126,36,T64,첨파비구경,"(XIX:540),(H. 65)",,
K 680,伏婬經,36,127,128,36,T65,복음경,"(XIX:542),(H. 66)",,
K 681,文陀竭王經,36,128,129,36,T40,문타갈왕경,"(XIX:543),(H. 40)",,
K 682,閻羅王五天使者經,36,130,131,36,T43,염라왕오천사자경,"(XIX:545),(H. 44)",,
K 683,瞿曇彌記果經,36,131,134,36,T60,구담미기과경,"(XIX:546),(H. 61)",,
K 684,鐵城泥犁經,36,135,137,36,T42,철성니리경,"(XIX:550),(H. 43)",,
K 685,阿耨風經,36,137,140,36,T58,아뇩풍경,"(XIX:552),(H. 59)",,
K 686,阿那律八念經,36,140,142,36,T46,아나율팔념경,"(XIX:555),(H. 47)",,
K 687,離睡經,36,142,143,36,T47,이수경,"(XIX:557),(H. 48)",,
K 688,受歳經,36,144,146,36,T50,수세경,"(XIX:559),(H. 51)",,
K 689,樂想經,36,146,146,36,T56,낙상경,(XIX:561),,
K 690,是法非法經,36,147,148,36,T48,시법비법경,"(XIX:562),(H. 49)",,
K 691,釋摩男本四子經,36,149,150,36,T54,석마남본사자경,"(XIX:564),(H. 55)",,
K 692,苦陰動,36,151,153,36,T53,고음경,"(XIX:566),(H. 54)",,
K 693,漏分布經,36,154,157,36,T57,누분포경,"(XIX:569),(H. 58)",,
K 694,魔嬈亂經,36,157,160,36,T66,마요란경,"(XIX:572),(H. 67)",,
K 695,鸚鵡經,36,161,165,36,T79,앵무경,"(XIX:576),(H. 80)",,
K 696,四人出現世間經,36,165,166,36,T127,사인출현세간경,"(XIX:580),(H. 128)",,
K 697,鞞摩肅經,36,167,168,36,T90,비마숙경,"(XIX:582),(H. 91)",,
K 698,箭喩經,36,169,170,36,T94,전유경,"(XIX:584),(H. 95)",,
K 699,食施獲五福報經,36,171,171,36,T132,식시획오복보경,"(XIX:586),(H. 133)",,
K 700,三歸五戒慈心厭離功德經,36,172,172,36,T72,삼귀오계자심염리공덕경,"(XIX:587),(H. 73)",,
K 701,兜調經,36,173,174,36,T78,도조경,"(XIX:588),(H. 77)",,
K 702,邪見經,36,175,175,36,T93,사견경,"(XIX:590),(H. 94)",,
K 703,婆羅門子命終愛念不離經,36,176,177,36,T91,바라문자명종애념불리경,"(XIX:591),(H. 92)",,
K 704,十支居士八城人經,36,178,179,36,T92,십지거사팔성인경,"(XIX:593),(H. 93)",,
K 705,婆羅門避死經,36,179,180,36,T131,바라문피사경,"(XIX:594),(H. 132)",,
K 706,意經,36,180,181,36,T82,의경,"(XIX:595),(H. 83)",,
K 707,尊上經,36,181,182,36,T77,존상경,"(XIX:596),(H. 78)",,
K 708,鴦掘摩經,36,183,185,36,T118,앙굴마경,"(XIX:598),(H. 118)",,
K 709,應法經,36,186,187,36,T83,응법경,"(XIX:601),(H. 84)",,
K 710,數經,36,188,190,36,T70,수경,"(XIX:603),(H. 71)",,
K 711,波斯匿王太后崩塵土坌身經,36,190,191,36,T122,파사익왕태후붕진토분신경,"(XIX:605),(H. 122)",,
K 712,泥犁經,36,192,197,36,T86,니리경,"(XIX:607),(H. 87)",,
K 713,戒德香經,36,198,198,36,T116,계덕향경,"(XIX:613),(H. 116)",,
K 714,優婆夷墮舍迦經,36,199,200,36,T88,우바이타사가경,"(XIX:614),(H. 89)",,
K 715,佛爲黃竹園老婆羅門說學經,36,201,202,36,T75,불위황죽원노바라문설학경,"(XIX:616),(H. 76)",,
K 716,頻毘婆羅王詣佛供養經,36,203,205,36,T133,빈비사라왕예불공양경,(XIX:618),,
K 717,普法義經,36,205,209,36,T98,보법의경,"(XIX:620),(H. 99)",,
K 718,善生子經,36,209,212,36,T17,선생자경,"(XIX:624),(H. 12)",,
K 719,梵志頞波羅延問種尊經,36,213,216,36,T71,범지알파라연문종존경,"(XIX:628),(H. 72)",,
K 720,賴吒和羅經,36,216,221,36,T68,뇌탁화라경,"(XIX:631),(H. 69)",,
K 721,齋經,36,221,223,36,T87,재경,"(XIX:636),(H. 88)",,
K 722,梵摩渝經,36,223,227,36,T76,범마유경,"(XIX:638)),(H. 77)",,
K 723,須摩提女經,36,228,231,36,T128,수마제녀경,"(XIX:643),(H. 129)",,
K 724,長者子六過出家經,36,231,232,36,T134,장자자육과출가경,"(XIX:646),(H. 134)",,
K 725,廣義法門經,36,232,236,36,T97,광의법문경,"(XIX:647),(H. 98)",,
K 726,須達經,36,236,237,36,T73,수달경,"(XIX:651),(H. 74)",,
K 727,鴦掘髻經,38,224,226,38,T119,앙굴계경,"(XIX:653),(H. 119)",,
K 728,難提釋經,38,227,228,38,T113,난제석경,"(XIX:656),(H. 113)",,
K 729,相應相可經,38,229,229,38,T111,상응상가경,"(XIX:658),(H. 111)",,
K 730,三轉法輪經,38,230,232,38,T110,삼전법륜경,"(XIX:659),(H. 110)",,
K 731,五蘊皆空經,38,233,233,38,T102,오온개공경,"(XIX:662),(H. 102)",,
K 732,四泥犁經,38,234,234,38,T139,사니리경,"(XIX:663),(H. 139)",,
K 733,水沫所漂經,38,235,235,38,T106,수말소표경,"(XIX:664),(H. 106)",,
K 734,舍衞國王夢見十事經,38,236,237,38,T146,사위국왕몽견십사경,"(XIX:665),(H. 146)",,
K 735,舍衞國王十夢經,38,238,239,38,T147,사위국왕십몽경,"(XIX:667),(H. 147)",,
K 736,緣起經,38,239,240,38,T124,연기경,"(XIX:668),(H. 124)",,
K 737,不自守義經,38,241,241,38,T107,부자수의경,"(XIX:670),(H. 107)",,
K 738,七處三觀經,38,242,249,38,T150a,칠처삼관경,"(XIX:671),(H. 150)",,
K 738,阿那邠邸化七子經,38,250,252,38,T140,아나빈저화칠자경,"(XIX:679),(H. 140)",,
K 740,阿難同學經,38,252,254,38,T149,아난동학경,"(XIX:681),(H. 149)",,
K 741,轉法輪經,38,254,255,38,T109,전법륜경,"(XIX:683),(H. 109)",,
K 742,八正道經,38,255,255,38,T112,팔정도경,"(XIX:684),(H. 112)",,
K 743,五陰譬喩經,38,256,256,38,T105,오음비유경,"(XIX:685),(H. 150)",,
K 744,治禪病祕要法,38,257,271,38,T620,치선병비요법,(XIX:686),,
K 745,雜阿含經,38,271,281,38,T101,잡아함경,"(XIX:700),(H. 101)",,
K 746a,放牛經,38,281,283,38,T123,방우경,"(XIX:710),(H. 123)",,
K 746b,枯樹經,38,283,283,38,T806,고수경,(XIX:710),,
K 747,七佛父母姓字經,38,284,285,38,T4,칠불부모성자경,"(XIX:713),(H. 4)",,
K 748,四未曾有法經,38,286,286,38,T136,사미증유법경,"(XIX:715),(H. 136)",,
K 749,力士移山經,38,287,289,38,T135,역사이산경,"(XIX:716),(H. 135)",,
K 750,聖法印經,38,290,291,38,T103,성법인경,"(XIX:719),(H. 103)",,
K 751,舍利弗摩訶目連遊四衢經,38,291,292,38,T137,사리불마하목련유사구경,"(XIX:720),(H. 137)",,
K 752,馬有八態譬人經,38,292,292,38,T115,마유팔태비인경,"(XIX:721),(H. 115)",,
K 753,佛母般泥洹經,38,293,294,38,T145,불모반니원경,"(XIX:722),(H. 145)",,
K 754,大愛道般泥洹經,38,295,298,38,T144,대애도반니원경,"(XIX:724),(H. 144)",,
K 755,滿願子經,38,298,299,38,T108,만원자경,"(XIX:727),(H. 108)",,
K 756,十一想思念如來經,38,299,299,38,T138,십일상사념여래경,"(XIX:728),(H. 138)",,
K 757,馬有三相經,38,300,300,38,T114,마유삼상경,"(XIX:729),(H. 114)",,
K 758,國王不梨先泥十夢經,38,301,302,38,T148,국왕불리선니십몽경,"(XIX:730),(H. 148)",,
K 759,摩鄧女經,38,303,304,38,T551,마등녀경,"(XIX:732),(H. 534)",,
